ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label,cluster_id
1155,Pothole,Pending,23.238087127246363,77.42136410413143,1,2,0.2653388703847708,422,1,1,4
1156,Streetlight,Completed,23.24094481255576,77.42297449231067,2,1,0.1982252491026827,319,0,0,4
1157,Pothole,Pending,23.24296823205707,77.41883989351726,1,2,0.1588885892300851,422,1,1,4
1158,Waste,Pending,23.24071122669757,77.42047880900107,3,2,0.3186127927567918,478,1,1,4
1159,Streetlight,Pending,23.239373883938953,77.42099937022061,2,2,0.3383997129778008,319,1,1,4
1160,Pothole,Pending,23.239998582810845,77.42094400454184,1,2,0.2072461999007799,422,1,0,4
1161,Water Supply,Completed,23.23749918453206,77.42015191053584,4,1,0.1560151498513538,158,0,1,4
1162,Water Supply,Completed,23.24120903065271,77.42148536483673,4,1,0.1437967260971469,158,0,1,4
1163,Pothole,Pending,23.241764666124645,77.42096449790536,1,2,0.174705590983569,422,1,1,4
1164,Pothole,Completed,23.23909581933433,77.41752467515535,1,1,0.2126813220737046,422,0,0,4
1165,Streetlight,Completed,23.23905991570448,77.42173831212878,2,1,0.2829346442545406,319,0,0,4
1166,Waste,Completed,23.2405317564593,77.42177458167454,3,1,0.1357718623239551,478,0,0,4
1167,Pothole,Pending,23.23912656052792,77.41847342779164,1,2,0.1979574056653218,422,1,1,4
1168,Pothole,Completed,23.239867734770748,77.4200758756709,1,1,0.2740911225443417,422,0,1,4
1169,Water Supply,Pending,23.24419944357833,77.42136665798563,4,2,0.0784669932749642,158,1,0,4
1170,Waste,Pending,23.239505948598502,77.41958137236084,3,2,0.2435755266617461,478,1,1,4
1171,Streetlight,Pending,23.239283319695957,77.42214595609553,2,2,0.301695686356993,319,1,1,4
1172,Streetlight,Completed,23.238704916388727,77.42472774498924,2,1,0.0672528181594536,319,0,0,4
1173,Pothole,Pending,23.241488383942997,77.41842802793474,1,2,0.2418131222859557,422,1,1,4
1174,Waste,Pending,23.23963755165356,77.41723791079369,3,2,0.1842154593874833,478,1,1,4
1175,Water Supply,Pending,23.238701253923356,77.42060763719121,4,2,0.2453337235723125,158,1,2,4
1176,Pothole,Completed,23.242642608064543,77.42144312501026,1,1,0.1848561063449913,422,0,0,4
1177,Streetlight,Completed,23.242839206009027,77.4195382672523,2,1,0.1757824436403892,319,0,0,4
1178,Waste,Pending,23.23879915286852,77.42290652132664,3,2,0.1796361266304137,478,1,1,4
1179,Pothole,Completed,23.23626692009728,77.41732278840055,1,1,0.0501135918027146,422,0,0,4
1180,Pothole,Completed,23.242015027379672,77.42138583724606,1,1,0.146986087401977,422,0,0,4
1181,Waste,Completed,23.23863074034848,77.41878827835848,3,1,0.1722540602035224,478,0,0,4
1182,Waste,Pending,23.241581251198323,77.42343875581241,3,2,0.1231188316586227,478,1,1,4
1183,Drainage,Completed,23.236059792364575,77.42398503070633,0,1,0.0684883502173123,223,0,0,4
1184,Waste,Pending,23.2417851946766,77.41846668682443,3,2,0.179706460030445,478,1,1,4
1185,Waste,Completed,23.237577656141436,77.41890088572818,3,1,0.1486140095459129,478,0,0,4
1186,Pothole,Pending,23.24146152823813,77.42171917577396,1,2,0.2331001959568862,422,1,1,4
1187,Drainage,Pending,23.240028546135672,77.41922573870042,0,2,0.3467394639598243,223,1,1,4
1188,Waste,Pending,23.238092121161205,77.41990917756414,3,2,0.1494702102171922,478,1,1,4
1189,Streetlight,Completed,23.239185927374145,77.42005077684108,2,1,0.2467007237443363,319,0,0,4
1190,Waste,Pending,23.241372636913912,77.41616065368761,3,2,0.0789742078602876,478,1,1,4
1191,Waste,Completed,23.24021178890623,77.41997232450781,3,1,0.2913155445974484,478,0,0,4
1192,Waste,Pending,23.241168825960944,77.41862054445187,3,2,0.2963015882323327,478,1,1,4
1193,Drainage,Completed,23.24395288116903,77.4190137543552,0,1,0.0879734085319666,223,0,0,4
1194,Waste,Completed,23.236871516776574,77.42288726400695,3,1,0.0920497132664814,478,0,0,4
1195,Waste,Pending,23.243234425149936,77.41748698621144,3,2,0.1056237834426162,478,1,1,4
1196,Pothole,Completed,23.240208711875045,77.42162641037349,1,1,0.1308503637998689,422,0,0,4
1197,Drainage,Completed,23.238202431903353,77.41944207413934,0,1,0.2692171124602382,223,0,0,4
1198,Waste,Pending,23.23733937274852,77.41944047966301,3,2,0.2123231922107666,478,1,1,4
1199,Pothole,Completed,23.239621759218444,77.4215807437921,1,1,0.2586122640033815,422,0,0,4
1200,Waste,Pending,23.24184330022385,77.42068010258915,3,2,0.1762850934886954,478,1,1,4
1201,Pothole,Completed,23.239744901759245,77.42114122599445,1,1,0.2694675309283366,422,0,0,4
1202,Streetlight,Completed,23.243022309860493,77.42193636932107,2,1,0.1623739553415496,319,0,1,4
1203,Streetlight,Pending,23.237097648619898,77.41933738323364,2,2,0.1674475493096761,319,1,0,4
1204,Pothole,Pending,23.239975822104302,77.418775526531,1,2,0.2204342976112662,422,1,1,4
1205,Pothole,Completed,23.23749521311117,77.41782969894689,1,1,0.0949633569876165,422,0,0,4
1206,Waste,Completed,23.240727263765248,77.41834917894005,3,1,0.2095589144002152,478,0,0,4
1207,Pothole,Cancelled,23.241773774780192,77.42589818885062,1,0,0.0274939562790466,422,0,0,4
1208,Waste,Pending,23.239158476412637,77.42248935916147,3,2,0.2165694313192686,478,1,1,4
1209,Drainage,Completed,23.234791572286746,77.41729785126759,0,1,0.0400809222672977,223,0,0,4
1210,Water Supply,Cancelled,23.24039789629359,77.41735508408651,4,0,0.1610289187766802,158,0,1,4
1211,Water Supply,Pending,23.240873477103467,77.42096373212344,4,2,0.2846005602470622,158,1,2,4
1212,Drainage,Pending,23.24080858950992,77.42109452959475,0,2,0.2156670226674417,223,1,1,4
1213,Streetlight,Completed,23.24247156438364,77.42109776767063,2,1,0.2075298604062551,319,0,0,4
1214,Streetlight,Completed,23.2378578926407,77.4194900884129,2,1,0.2688470717873363,319,0,0,4
1215,Waste,Completed,23.2413604322109,77.41974909148,3,1,0.2275739943979186,478,0,0,4
1216,Streetlight,Completed,23.24238501502495,77.42065575904832,2,1,0.1377245517377247,319,0,0,4
1217,Pothole,Pending,23.236442824831983,77.42017178601259,1,2,0.11761545312604,422,1,1,4
1218,Pothole,Completed,23.240639303651836,77.4155613992545,1,1,0.0716677325761826,422,0,0,4
1219,Drainage,Pending,23.238991640337986,77.41954040073885,0,2,0.1817917007688627,223,1,1,4
1220,Waste,Pending,23.239836954653796,77.41829718713149,3,2,0.2974313382297735,478,1,1,4
1221,Pothole,Completed,23.240695352967077,77.42035042283781,1,1,0.2812948450942874,422,0,1,4
1222,Water Supply,Pending,23.239025542871772,77.42597051800522,4,2,0.0591603016251253,158,1,2,4
1223,Waste,Completed,23.238648583841677,77.42073496333094,3,1,0.2346739817467577,478,0,0,4
1224,Pothole,Completed,23.240068304834978,77.41937294062765,1,1,0.5178482697357284,422,0,1,4
1225,Water Supply,Completed,23.23782550812227,77.42184360300395,4,1,0.2027221010395429,158,0,1,4
1226,Streetlight,Pending,23.237828349742227,77.42096537577441,2,2,0.1845722520738433,319,1,1,4
1227,Pothole,Pending,23.24135874656591,77.4208401889809,1,2,0.3395822857172486,422,1,1,4
1228,Waste,Pending,23.23770241192968,77.42121370118643,3,2,0.1899033945742894,478,1,1,4
1229,Pothole,Cancelled,23.241332625001817,77.42411308712965,1,0,0.071894076489408,422,0,0,4
1230,Drainage,Completed,23.240925182585705,77.41773822312935,0,1,0.3093734308544252,223,0,0,4
1231,Streetlight,Completed,23.236548386542417,77.42094726415363,2,1,0.104594433213843,319,0,0,4
1232,Pothole,Pending,23.238644870695328,77.41814723774004,1,2,0.221429232630937,422,1,1,4
1233,Waste,Cancelled,23.24238821880609,77.42111102529269,3,0,0.2123706547901968,478,0,0,4
1234,Waste,Pending,23.23803766893772,77.41816262697704,3,2,0.1260518372263652,478,1,1,4
1235,Water Supply,Pending,23.23907119147538,77.41916526637279,4,2,0.2903796164764884,158,1,2,4
1236,Pothole,Completed,23.240924121786502,77.41940982017152,1,1,0.2900858576327197,422,0,1,4
1237,Streetlight,Cancelled,23.24156678101856,77.4219516334387,2,0,0.2794049653180588,319,0,0,4
1238,Waste,Pending,23.23949692222791,77.42183690888788,3,2,0.303620126048387,478,1,1,4
1239,Streetlight,Pending,23.238804979610617,77.4175085652471,2,2,0.1606670114058102,319,1,1,4
1240,Water Supply,Cancelled,23.242844739723395,77.420109868222,4,0,0.1389071791862828,158,0,1,4
1241,Streetlight,Pending,23.243477799327593,77.4185808402905,2,2,0.1349421607333876,319,1,1,4
1242,Waste,Pending,23.241957716101563,77.41748299017866,3,2,0.1643977803767928,478,1,1,4
1243,Streetlight,Completed,23.24017063628513,77.41956596589915,2,1,0.6523859583798949,319,0,0,4
1244,Drainage,Completed,23.238383468556716,77.41938303442309,0,1,0.1979482576132087,223,0,0,4
1245,Pothole,Completed,23.238339111186885,77.4248534329727,1,1,0.0675520832147031,422,0,0,4
1246,Drainage,Cancelled,23.24104502821053,77.42086591965072,0,0,0.343638204327292,223,0,1,4
1247,Streetlight,Completed,23.240836796441776,77.4172447649985,2,1,0.2338738419016061,319,0,0,4
1248,Drainage,Pending,23.242803197185893,77.41887045199167,0,2,0.1448778778897571,223,1,0,4
1249,Streetlight,Cancelled,23.24130090018507,77.42204276659086,2,0,0.2075924964020395,319,0,0,4
1250,Waste,Pending,23.23699383939648,77.42417688554575,3,2,0.070746754280281,478,1,1,4
1251,Pothole,Pending,23.242103895235445,77.41682803337552,1,2,0.1286567772651657,422,1,1,4
1252,Waste,Pending,23.23800387874537,77.41624015122973,3,2,0.0696112766652838,478,1,1,4
1253,Water Supply,Pending,23.239232057456093,77.42374193035074,4,2,0.0702347766191854,158,1,2,4
1254,Drainage,Pending,23.2405004004125,77.42077922835475,0,2,0.1846934463006456,223,1,1,4
1255,Streetlight,Pending,23.243991334979565,77.41826341453626,2,2,0.1116675413516,319,1,1,4
1256,Pothole,Completed,23.246219837112008,77.42106925817225,1,1,0.0269784821437241,422,0,0,4
1257,Waste,Completed,23.24121344611827,77.41472850452197,3,1,0.0614239273159165,478,0,0,4
1258,Drainage,Pending,23.239633606762556,77.42000675101319,0,2,0.3673020575340768,223,1,1,4
1259,Pothole,Cancelled,23.24106901129696,77.4206556423457,1,0,0.3776901054312814,422,0,1,4
1260,Waste,Pending,23.241775310851747,77.42184854027907,3,2,0.2462292592183469,478,1,1,4
1261,Streetlight,Pending,23.239358664748885,77.41797220809542,2,2,0.2023628985676695,319,1,1,4
1262,Waste,Pending,23.243590422711826,77.4201713743228,3,2,0.1563887423738722,478,1,1,4
1263,Pothole,Pending,23.24046014151838,77.41814915074788,1,2,0.1950698293859219,422,1,1,4
1264,Pothole,Pending,23.240995486178186,77.42051076751135,1,2,0.3215421746430523,422,1,2,4
1265,Waste,Completed,23.241331848504107,77.41820930735527,3,1,0.1946568679133629,478,0,2,4
1266,Water Supply,Cancelled,23.240843173221226,77.41918379832168,4,0,0.2947077147259396,158,0,1,4
1267,Waste,Cancelled,23.24167788100094,77.41800836921043,3,0,0.1713696972126515,478,0,0,4
1268,Waste,Pending,23.238765493626904,77.42130227248364,3,2,0.1562934444500437,478,1,1,4
1269,Waste,Completed,23.238883396492103,77.42171690223331,3,1,0.2064598808278183,478,0,0,4
1270,Drainage,Pending,23.237799691534057,77.41953075886009,0,2,0.2427390640625869,223,1,1,4
1271,Pothole,Pending,23.24087900246124,77.42007647598992,1,2,0.2313163468225424,422,1,2,4
1272,Streetlight,Completed,23.24155787300702,77.41710281717073,2,1,0.1292306143731558,319,0,0,4
1273,Waste,Completed,23.240915545732303,77.41940064670399,3,1,0.2988309100793451,478,0,0,4
1274,Waste,Pending,23.243348984866692,77.41989959076592,3,2,0.1489569777158387,478,1,1,4
1275,Pothole,Completed,23.23998880796234,77.42524158618207,1,1,0.0435780657797952,422,0,0,4
1276,Drainage,Pending,23.241337483311185,77.41777606594846,0,2,0.2155305089824572,223,1,1,4
1277,Drainage,Completed,23.23781659824772,77.4229283544775,0,1,0.1050121805612517,223,0,0,4
1278,Waste,Pending,23.23922580059505,77.42199371754694,3,2,0.3784082516999251,478,1,1,4
1279,Pothole,Cancelled,23.24139107551513,77.42056127280898,1,0,0.3978375256129718,422,0,1,4
1280,Water Supply,Pending,23.241698204221485,77.4235172409684,4,2,0.1100597022781729,158,1,2,4
1281,Pothole,Pending,23.23941206610467,77.42074421094522,1,2,0.2803671092015684,422,1,2,4
1282,Drainage,Pending,23.239856801496284,77.42077831839134,0,2,0.2346064532333475,223,1,1,4
1283,Waste,Pending,23.23696425250664,77.41989375869397,3,2,0.1701172131877745,478,1,1,4
1284,Water Supply,Pending,23.239285941598386,77.42244713776483,4,2,0.2477744280679902,158,1,0,4
1285,Drainage,Completed,23.24178076632704,77.42219293846762,0,1,0.2277400267754215,223,0,0,4
1286,Water Supply,Completed,23.241150410032212,77.41874864542501,4,1,0.270838376085115,158,0,1,4
1287,Streetlight,Cancelled,23.24100133144276,77.4173615056108,2,0,0.3005846897586266,319,0,0,4
1288,Pothole,Completed,23.24009954737436,77.41959403872521,1,1,0.6122274926721503,422,0,1,4
1289,Water Supply,Completed,23.240014126317256,77.4183999228712,4,1,0.2598017044814459,158,0,1,4
1290,Waste,Pending,23.23867935772105,77.41987295085077,3,2,0.1540536939338896,478,1,1,4
1291,Pothole,Completed,23.241397656840405,77.42247487626938,1,1,0.1988319614095668,422,0,0,4
1292,Streetlight,Pending,23.24084194588878,77.41908539668982,2,2,0.2503761355341087,319,1,1,4
1293,Drainage,Pending,23.240984037695984,77.41991435323737,0,2,0.2403432719351727,223,1,1,4
1294,Water Supply,Pending,23.238947930314666,77.42011604546961,4,2,0.2080877243776406,158,1,2,4
1295,Waste,Pending,23.235693314160255,77.42169686176442,3,2,0.0527468821126689,478,1,1,4
1296,Drainage,Pending,23.242194305423507,77.41550622133204,0,2,0.0573144841018181,223,1,1,4
1297,Streetlight,Cancelled,23.239042325087983,77.41878659941047,2,0,0.22867892462214,319,0,0,4
1298,Waste,Pending,23.238274448471913,77.42042256738456,3,2,0.1765306374032758,478,1,1,4
1299,Pothole,Pending,23.241386957823828,77.42240015791286,1,2,0.2204834233017115,422,1,1,4
1300,Waste,Pending,23.23921597472016,77.41901619510499,3,2,0.3164235595813953,478,1,1,4
1301,Pothole,Pending,23.255908333965337,77.39107341260238,1,2,0.0148297644604525,422,1,0,19
1302,Water Supply,Pending,23.289730941234176,77.41685264501037,4,2,0.007573841425729,158,1,2,-1
1303,Streetlight,Pending,23.263443557096796,77.39371622132299,2,2,0.0199243261170365,319,1,1,14
1304,Streetlight,Completed,23.24916972915815,77.3993185837869,2,1,0.2493190432833267,319,0,0,3
1305,Water Supply,Completed,23.243106679554284,77.39572258801941,4,1,0.02128454820355,158,0,1,-1
1306,Pothole,Completed,23.25093123205717,77.39357026679212,1,1,0.0284075125431806,422,0,0,3
1307,Drainage,Completed,23.25225199642557,77.43214265709364,0,1,0.0229971432985688,223,0,0,-1
1308,Pothole,Completed,23.234022820663434,77.39974245405965,1,1,0.0116081479916525,422,0,0,-1
1309,Drainage,Pending,23.252074451965605,77.43822742691187,0,2,0.0242739706817608,223,1,1,-1
1310,Waste,Pending,23.257754311184353,77.44079559152071,3,2,0.0133800082902496,478,1,0,-1
1311,Water Supply,Completed,23.27326426513433,77.41687562819622,4,1,0.0175126095298225,158,0,1,5
1312,Waste,Pending,23.269303769083297,77.39118006735994,3,2,0.0150590877711088,478,1,0,8
1313,Pothole,Pending,23.27242593931375,77.40507289460277,1,2,0.0341544639428894,422,1,1,6
1314,Drainage,Completed,23.230401820912608,77.43046393580089,0,1,0.0129088074996194,223,0,0,-1
1315,Pothole,Completed,23.24296004397483,77.40464344372182,1,1,0.0330053593897666,422,0,0,7
1316,Streetlight,Pending,23.26960105730399,77.38782103309816,2,2,0.0369457137272536,319,1,1,8
1317,Pothole,Pending,23.258939362090786,77.41600709465568,1,2,0.3703801652743955,422,1,1,0
1318,Streetlight,Cancelled,23.230218808540094,77.43330725108976,2,0,0.0103373980799965,319,0,0,-1
1319,Waste,Completed,23.278169678545908,77.4303555832286,3,1,0.0180580570722315,478,0,0,-1
1320,Waste,Completed,23.27626857439742,77.39310738840781,3,1,0.0240763163348925,478,0,0,11
1321,Waste,Pending,23.262805149779613,77.42296587686475,3,2,0.0130643654724526,478,1,0,-1
1322,Pothole,Completed,23.233887799546572,77.39583025580613,1,1,0.0255118213637064,422,0,0,9
1323,Waste,Cancelled,23.275890902971955,77.39569245207312,3,0,0.0206447475350759,478,0,0,-1
1324,Pothole,Cancelled,23.26492281526388,77.43504430639831,1,0,0.0307520203767041,422,0,0,2
1325,Pothole,Pending,23.27681759862948,77.39758013716441,1,2,0.02075352708649,422,1,1,10
1326,Waste,Completed,23.27500481954375,77.39839484079108,3,1,0.0228610696716496,478,0,0,10
1327,Streetlight,Pending,23.27808012431747,77.38263920344568,2,2,0.0109029698276308,319,1,1,-1
1328,Drainage,Pending,23.260980483984277,77.43484014204753,0,2,0.0169699403731807,223,1,1,-1
1329,Waste,Completed,23.238319471091607,77.43015568879255,3,1,0.0102237711012482,478,0,0,-1
1330,Streetlight,Completed,23.27016944840278,77.42023973610544,2,1,0.0084993902384943,319,0,0,-1
1331,Streetlight,Cancelled,23.267128427103117,77.42761594583632,2,0,0.1115839840829326,319,0,0,2
1332,Pothole,Pending,23.274435191231944,77.39172291404546,1,2,0.0221497697025995,422,1,1,11
1333,Streetlight,Completed,23.24009286036304,77.41009941567525,2,1,0.0326775228531019,319,0,0,12
1334,Pothole,Cancelled,23.241598511994013,77.40367316324092,1,0,0.0265277844500841,422,0,0,7
1335,Pothole,Cancelled,23.28332457103316,77.38822659157542,1,0,0.0227311304636195,422,0,0,-1
1336,Waste,Pending,23.274898667907124,77.41176782911289,3,2,0.0210700576918873,478,1,0,-1
1337,Streetlight,Pending,23.284393709322018,77.43784437902056,2,2,0.0038024932086151,319,1,1,-1
1338,Streetlight,Completed,23.275422919269833,77.38500354714304,2,1,0.0095686066365454,319,0,0,-1
1339,Waste,Pending,23.265729318359416,77.40008765480962,3,2,0.034811894184803,478,1,0,13
1340,Pothole,Cancelled,23.26914796422167,77.39505245617234,1,0,0.0138521297164458,422,0,0,-1
1341,Water Supply,Cancelled,23.2832476754364,77.39688879921994,4,0,0.0229767887890516,158,0,1,-1
1342,Pothole,Pending,23.264628405270717,77.43710607311276,1,2,0.0174564665535411,422,1,1,-1
1343,Pothole,Pending,23.267843479459703,77.41068414325406,1,2,0.0182837842634283,422,1,1,6
1344,Water Supply,Pending,23.239288602960215,77.41057796477638,4,2,0.0340235145175447,158,1,2,12
1345,Streetlight,Cancelled,23.258335273206963,77.42823453854731,2,0,0.0079431675756022,319,0,0,-1
1346,Streetlight,Pending,23.27288382671749,77.39186953224029,2,2,0.0168281150962056,319,1,1,11
1347,Drainage,Pending,23.246156561898975,77.411835921246,0,2,0.0188272619202741,223,1,1,-1
1348,Drainage,Pending,23.24203525083147,77.40839911284726,0,2,0.0262416609830412,223,1,1,7
1349,Pothole,Completed,23.248729608493463,77.4184146414328,1,1,0.0128903361172923,422,0,0,-1
1350,Pothole,Pending,23.24439003767957,77.44257346219503,1,2,0.0065461032349557,422,1,1,-1
1351,Pothole,Pending,23.242794758222185,77.42876693364492,1,2,0.0168076297972532,422,1,1,-1
1352,Water Supply,Cancelled,23.255391050572083,77.40647194218104,4,0,0.0173880316187006,158,0,1,-1
1353,Streetlight,Cancelled,23.284370310833012,77.43225318313644,2,0,0.0184250082823353,319,0,0,-1
1354,Waste,Completed,23.26032357880432,77.39284250179874,3,1,0.0218354606666431,478,0,0,14
1355,Drainage,Pending,23.241175222848916,77.38442782117853,0,2,0.0119181571235967,223,1,1,-1
1356,Pothole,Pending,23.23451830016285,77.39486690234786,1,2,0.0236265310175903,422,1,1,9
1357,Waste,Completed,23.27166936870827,77.40302469336686,3,1,0.0393193030217969,478,0,0,6
1358,Pothole,Pending,23.25286792586618,77.41323484544758,1,2,0.029494102539536,422,1,1,1
1359,Pothole,Cancelled,23.27920985679512,77.41950774843247,1,0,0.0716561436658694,422,0,0,15
1360,Drainage,Completed,23.26947064611845,77.43723634303286,0,1,0.0335614903610564,223,0,0,16
1361,Waste,Pending,23.27767448703248,77.41319124057303,3,2,0.011691826665271,478,1,0,-1
1362,Drainage,Cancelled,23.246216762365105,77.41267653867754,0,0,0.0154076080564962,223,0,0,-1
1363,Streetlight,Cancelled,23.271441535347662,77.38561458058938,2,0,0.0202085776404747,319,0,0,-1
1364,Waste,Pending,23.24574371908162,77.38469469315937,3,2,0.0098230959268015,478,1,0,-1
1365,Water Supply,Completed,23.28624410876702,77.41566959771498,4,1,0.0217252389781498,158,0,1,17
1366,Pothole,Pending,23.268082456892,77.4088907167949,1,2,0.0198071059279346,422,1,1,6
1367,Waste,Pending,23.249370708010517,77.43295082369882,3,2,0.067830211048918,478,1,0,18
1368,Pothole,Pending,23.246070711737534,77.39224077508271,1,2,0.0175845181402676,422,1,1,-1
1369,Drainage,Pending,23.241355595104295,77.38409829972701,0,2,0.0116456451230678,223,1,1,-1
1370,Pothole,Cancelled,23.27157845753362,77.40954232607581,1,0,0.0249265703476096,422,0,0,6
1371,Waste,Pending,23.243022936779873,77.39684871340513,3,2,0.0229152970195267,478,1,0,-1
1372,Waste,Pending,23.265618195955646,77.38557686240033,3,2,0.0298534471619572,478,1,0,8
1373,Waste,Completed,23.245778101615517,77.42607589721085,3,1,0.0122357934042938,478,0,0,-1
1374,Drainage,Pending,23.26961813668763,77.38929557999744,0,2,0.0298010917496681,223,1,1,8
1375,Pothole,Completed,23.278796383712432,77.41909917000046,1,1,0.0563473800550372,422,0,0,15
1376,Waste,Pending,23.27658151458868,77.39946298501,3,2,0.0174060399000971,478,1,0,10
1377,Waste,Pending,23.275551079855845,77.3930097630213,3,2,0.0292313163775801,478,1,0,11
1378,Pothole,Pending,23.241163344341533,77.40538509137515,1,2,0.0316283644958575,422,1,1,7
1379,Water Supply,Completed,23.235203096819067,77.43068674657337,4,1,0.0134718722332344,158,0,1,-1
1380,Pothole,Pending,23.27183692970924,77.40612561461427,1,2,0.0309000491869884,422,1,1,6
1381,Water Supply,Completed,23.252000832827655,77.42764617895266,4,1,0.0088056128464142,158,0,1,-1
1382,Pothole,Pending,23.2558407735842,77.39012917780795,1,2,0.0145995687010015,422,1,1,19
1383,Waste,Pending,23.2317689455676,77.4289662851799,3,2,0.0129983116255563,478,1,0,-1
1384,Drainage,Pending,23.2454745869565,77.3968159994944,0,2,0.0371158599213366,223,1,1,3
1385,Pothole,Cancelled,23.231920584232466,77.42324358779334,1,0,0.0175942148433259,422,0,0,4
1386,Streetlight,Cancelled,23.282651146356073,77.41654689329046,2,0,0.0222053937536746,319,0,0,-1
1387,Water Supply,Pending,23.244503800993108,77.4383486830327,4,2,0.0198000700274178,158,1,2,20
1388,Waste,Pending,23.26334023017438,77.40583935107851,3,2,0.0247153703519503,478,1,0,0
1389,Waste,Pending,23.232238759239664,77.38656991133006,3,2,0.0073457317732612,478,1,0,-1
1390,Streetlight,Completed,23.26991084347834,77.38374932913307,2,1,0.0183518620834255,319,0,0,-1
1391,Waste,Pending,23.249281640745245,77.43221151365836,3,2,0.0791570793885059,478,1,0,18
1392,Waste,Cancelled,23.28377515121746,77.41408413825968,3,0,0.0173590691435329,478,0,0,-1
1393,Waste,Cancelled,23.283187091336043,77.4291146431101,3,0,0.0182964423776412,478,0,0,-1
1394,Waste,Pending,23.2494174371017,77.39666553600068,3,2,0.2777610775912602,478,1,1,3
1395,Drainage,Pending,23.283957653741428,77.4033050247308,0,2,0.0052479136980473,223,1,1,-1
1396,Waste,Completed,23.289669460409925,77.38440623233268,3,1,0.0083538802459806,478,0,0,21
1397,Pothole,Completed,23.27942493984743,77.44028953947445,1,1,0.0177356586311727,422,0,0,25
1398,Streetlight,Pending,23.280592280865314,77.42267207440204,2,2,0.0208335270020237,319,1,1,-1
1399,Pothole,Pending,23.244840524166545,77.43859230526556,1,2,0.022695266164771,422,1,1,20
1400,Waste,Pending,23.264502143931463,77.39852978444574,3,2,0.0201388577364721,478,1,0,13
1401,Drainage,Pending,23.23393535483804,77.41928781667353,0,2,0.0265209125053772,223,1,1,4
1402,Waste,Pending,23.235595076209297,77.42330999809755,3,2,0.0531264185218699,478,1,1,4
1403,Drainage,Pending,23.289833556722,77.40165298201545,0,2,0.0068289416551468,223,1,2,-1
1404,Drainage,Completed,23.249498354965553,77.43348655410094,0,1,0.0458134063095547,223,0,0,18
1405,Pothole,Pending,23.27479103472293,77.43942968777401,1,2,0.0185268151905328,422,1,1,-1
1406,Pothole,Pending,23.27829990318161,77.43569130706176,1,2,0.0161091517073901,422,1,1,-1
1407,Pothole,Pending,23.281381396260432,77.42694401855636,1,2,0.0218091881134847,422,1,1,22
1408,Pothole,Completed,23.289757697844127,77.39924788078349,1,1,0.0105660305711385,422,0,0,-1
1409,Drainage,Completed,23.24438978911541,77.39949696252633,0,1,0.0857296893073706,223,0,0,3
1410,Drainage,Pending,23.232321049611578,77.44040161922676,0,2,0.0093902273792563,223,1,1,-1
1411,Pothole,Completed,23.254571491079673,77.38321706975614,1,1,0.0007750128082216,422,0,0,-1
1412,Streetlight,Cancelled,23.237704840189735,77.42556299839453,2,0,0.050796690930399,319,0,0,4
1413,Water Supply,Pending,23.23124555334972,77.42497476975332,4,2,0.0135883824881081,158,1,2,4
1414,Water Supply,Pending,23.251525609628487,77.41996137245698,4,2,0.0115180371863957,158,1,2,-1
1415,Pothole,Pending,23.27692429506451,77.44200653076521,1,2,0.0137526983267625,422,1,1,-1
1416,Pothole,Pending,23.2638708414735,77.40131276614582,1,2,0.027032074622894,422,1,1,-1
1417,Waste,Pending,23.24866667935262,77.40299831182759,3,2,0.1250979025761565,478,1,0,3
1418,Water Supply,Cancelled,23.26916052032956,77.38733636417679,4,0,0.0389251241401541,158,0,1,8
1419,Waste,Completed,23.243821090818525,77.40916788819263,3,1,0.0268324639836151,478,0,0,7
1420,Streetlight,Completed,23.23076288676432,77.3982629115741,2,1,0.0080256536884347,319,0,0,-1
1421,Waste,Cancelled,23.275761203186185,77.40320320213065,3,0,0.0120601958356949,478,0,0,-1
1422,Waste,Pending,23.26732458509184,77.43267430741534,3,2,0.1705442281502401,478,1,1,2
1423,Pothole,Pending,23.275638157470055,77.43872907081165,1,2,0.0284562188673732,422,1,0,-1
1424,Water Supply,Completed,23.232236281001256,77.39374398432031,4,1,0.0151303820011281,158,0,1,-1
1425,Waste,Completed,23.280127177669836,77.4049505358932,3,1,0.0066288889799401,478,0,0,-1
1426,Streetlight,Pending,23.267071572002177,77.43831783372693,2,2,0.0182791762748616,319,1,1,-1
1427,Waste,Pending,23.263703721042756,77.38630850764135,3,2,0.0284953643372299,478,1,0,-1
1428,Waste,Completed,23.267376842886872,77.38814163168668,3,1,0.0365422618476789,478,0,0,8
1429,Pothole,Completed,23.2817659948121,77.39236745935237,1,1,0.0371146354433903,422,0,0,23
1430,Pothole,Completed,23.265116190393535,77.4183127700476,1,1,0.0189869519649115,422,0,0,-1
1431,Waste,Pending,23.26475702279329,77.39162833626035,3,2,0.0143875953508449,478,1,0,-1
1432,Pothole,Pending,23.289340749423943,77.44068458288704,1,2,0.0,422,1,1,-1
1433,Waste,Pending,23.275303810024113,77.4094028716355,3,2,0.0182318774847021,478,1,0,-1
1434,Pothole,Pending,23.256437628327067,77.412691077621,1,2,0.1508432995951258,422,1,1,0
1435,Water Supply,Cancelled,23.272343820001975,77.39739951694833,4,0,0.0124858569657006,158,0,1,-1
1436,Water Supply,Completed,23.253253828301503,77.41085761514609,4,1,0.0210012630024846,158,0,2,1
